,Unnamed: 0,content,sentiment
2375,2375,"Traveling with Tongcheng is really great. I chose Tongcheng for my first trip in my life. The service I booked at the Sheraton Hotel was also very good. The breakfast at the hotel was very good, especially the boiled noodles there were very delicious. I ate there three mornings in a row. I was very satisfied with my trip to Xiamen. I left for the airport on the third day because I am impatient and had to wait for a long time for the airport transfer master. The airport transfer master was very patient! Next time you travel, choose Tongcheng",Postive
2376,2376,"Surprisingly, there is a pick-up and drop-off service. It's so nice~ The hotel is a bit far away from the city and major attractions, but it's only ten minutes away from the airport. It's very quiet and you can see the sea, because you have a baby with you. , so Hilton is a good choice! By the way, I also got delicious cookies when I checked in~",Postive
2377,2377,"This time we caught up with the severe cold wave across the country, and Xiamen was no exception, but compared to Wuxi, it was much warmer. My family likes to travel freely, arrange their own itinerary, and stay in hotels comfortably. The weather was good during the few days in Xiamen. We visited all the scenic spots and the family took a self-driving trip to the beach. It was really fun. Tongcheng is worth having.",Postive
2378,2378,"The service on the same journey was quite considerate, with text message reminders for pick-up along the way. The Pan Pacific Hotel has good facilities, including the morning buffet and the swimming pool on the third floor! Traveling on your own is so comfortable, you can go wherever you want and sleep until you wake up naturally. It is 10 minutes away from Gulangyu Island, and Xiamen University is not an option. It’s just that when you play, you will encounter a lot of scalpers and black men, which will affect your mood. However, playing with children is also a growing experience!",Postive
2379,2379,"The trip was very pleasant, and the weather in Xiamen was also great, it was always sunny! Although Gulangyu Island is currently under renovation, it does not affect our play! I also enjoyed my stay in the hotel. It is like spring all year round and is right next to the Gulangyu Pier, which is very convenient. There is SM Plaza next to the Sheraton, which is also very convenient for shopping! It was the flow control when I finally came back, and I had to wait for a long time for the plane to take off, which was a bit sad!",Postive
2380,2380,"The hotel has a nice environment and the service is very good! On the afternoon of the first day we arrived at the hotel, we went to Zhongshan Road. The next day we visited Gulangyu Island. On the third day, we went to Nanputuo Mountain, Xiamen University, Baicheng Beach, and Huli Mountain Fort. These scenic spots were close together and we had a lot of fun. Take a break on the fourth day, and the pick-up staff will come over at noon. They all called me proactively and the service was great! Thank you Tongcheng Travel!",Postive
2381,2381,"This time I went to Xiamen with my mother and son, so I chose a relatively loose and relaxed itinerary. The city of Xiamen gives people the impression that it is clean and the locals are more enthusiastic. The snacks are very unique. This time I went to taste the local seafood and oyster pancake. Tea noodles, fresh meat rice dumplings, etc. are very delicious and worth a visit.",Postive
2382,2382,"Although I was hit by heavy rain when I went to Xiamen, I was very satisfied with the attentive service of the Hotel Pacific. And now the children are all under 1.2 meters tall and do not need to pay for breakfast. Their happiness immediately increased! The bourgeois Gulangyu Island, Xiamen University with cultural heritage, and the seaside Huandao Road are all good places to visit. The service of Tongcheng is also very good. I am very satisfied with the complimentary airport pick-up service!",Postive
2383,2383,"The overall itinerary was good. The ferry to Gulangyu Island needs to be booked in advance or buy tickets online... I didn't know that the result was that I had to wait until the night flight to get to Gulangyu Island. The accommodation conditions on Gulangyu Island were poor, the humidity was high, the smell was strong, and there was no air conditioning. It's very good to stay in Pullman later. It's in Bailuzhou. The environment is good and quiet, and the service is also very good. The rest of the itinerary is arranged by yourself, which is relatively free and leisurely. The food in Xiamen is also great. There is a small glasses seafood stall not far from Pullman, which is economical and affordable.",Postive
2384,2384,"Xiamen is a slow-paced city. It feels like Lijiang, as romantic and lyrical. There are so many snacks in Xiamen, with a dazzling array of seafood and fruits. The hotel I stayed in is in the city center, very close to the ferry terminal. It is convenient to go to Gulangyu Island. It took me half a day to go to Gulangyu Island. , there are also a lot of snacks and handicrafts. Xiamen is a good place for vacation and leisure. Give me a 👍",Postive
2385,2385,"First of all, the hotel environment and room service are absolutely great. The scenery inside is also very beautiful, and the breakfast buffet provided in the morning is also delicious. To my taste in every aspect. It's just not convenient to go out at all, and the taxi fare alone costs several hundred yuan. So friends who want to stay here should first refer to the fun routes.",Postive
2386,2386,"We booked air tickets and hotels through the same journey, and the airport pick-up and drop-off service was very considerate. The airport pick-up and drop-off staff in Xiamen were very hospitable. The 4th day was just the right time for our free trip. In one day, we visited all the scenic spots in Gulangyu Island. Xiangshan Sailing Pier, riding the wind and waves, overlooking Kinmen Island, going to Baidu Bay to see white dolphins, Zengcuo'an, Baicheng Beach, Xiamen University, Nanputuo, sightseeing, and a trip to Chinatown when I had time, the schedule was full.",Postive
2387,2387,"It was a great trip. The hotel was good. I had lunch and dinner here. The service was great. The flight schedule was well planned. There was no unnecessary waste. Xiamen is a city suitable for travel and vacation. It is very suitable for independent travel. Take Uber Xiamen The car owners are also very enthusiastic. Overall, they are very satisfied and will continue to go there in the future.",Postive
2388,2388,"A very value-for-money trip. You can travel freely according to your own wishes. Everywhere you go, you will receive very considerate and warm reminders from Tongcheng. When you are away, you are concerned about everything! The accommodation in Gulangyu Island has very local characteristics, and the Pan Pacific Hotel is both comfortable and heart-warming. Especially the final drop-off service brings a perfect end to the trip. Thank you Li Jiajia, thank you Liu Qin, and look forward to your next trip!",Postive
2389,2389,"The customer service is super good and patient<br>The itinerary is also beautiful. I have wanted to travel to Xiamen for a long time. <br>The hotel is really good. I upgraded to the Hilton Ocean View Room. The hotel is very clean and the facilities are very good. With my 21st floor room card, I can enjoy all services. It’s really good<br>I plan to go to Lijiang at the end of the year and I will find this beautiful customer service.",Postive
2390,2390,"The accommodation, breakfast, and attractions during the trip to Xiamen were all very good, but the weather was not good, either heavy rain or rainy days. But what was worse than the weather was the airline. It was delayed when I went to Xiamen, and it was even more exaggerated when I came back. From 6 p.m. Arrive at the airport at around 0:00, and was informed that the flight was canceled at midnight. There was no explanation or compensation from the airport, and they were sent directly to the hotel. No one even bothered to take care of my stomach. I was really speechless...",Postive
2391,2391,"7 people, old and young, visited Xiamen and were quite satisfied! You can choose your own air ticket. I booked it a little late, so I paid extra for a direct flight to shorten the journey time. The Pan Pacific Hotel is great and Gulangyu Island is very comfortable. There are not many people in this season and it is convenient to book a car. Gulangyu Four Seasons Hotel is far away from the business district, but close to the pier, and the hotel conditions are good.",Postive
2392,2392,"Very enjoyable trip. The Hilton is very good. The room faces the sea and has a wide view. The breakfast buffet is also quite rich. The buffet in the three mornings is basically different every day. There is also free use of the swimming pool and gym, and the children had a lot of fun. The bed in the standard room is quite big, suitable for sleeping both an adult and a child. Tongcheng's service is very considerate. There are warm text message reminders for each trip. Please contact Tongcheng next time you travel.",Postive
2393,2393,"The environment in Xiamen is very good and the temperature is suitable. The service on the same journey was very good, reminding me about the flight status and so on. As for accommodation, the Hilton Hotel has a really good environment. The only drawback is that it is a bit out of the way and you need to take a taxi when going out. Xiamen is simply a paradise for dog abuse, including all kinds of abuse on Gulangyu Island and all kinds of abuse on the beach. I will bring my male friends with me from now on!",Postive
2394,2394,"The service at Tongcheng was very good. They kept texting me about the flight number, boarding gate, and even when picking up my luggage. The pick-up and drop-off staff also contacted me a day in advance to pick up and drop off the airport. The service was very good. Gulangyu Island is not very interesting, it is relatively small, and one day is enough. The Sheraton service is very good. You have to queue up to go to Xiamen University, and there are quite a lot of people. I suggest you go to Yunshuiyao and Tulou. It has a more pastoral atmosphere, Xiamen is relatively clean, and the security is very, very good. good",Postive
2395,2395,"The hotel is very good, the environment is good, and the transportation is very convenient. There is a bus stop at the door. Since it happened to be my birthday, the hotel warmly presented me with a cake. The only thing that was lacking was the pick-up and drop-off services. The return trip was packed with people and luggage and took a long detour. The weather was very hot and it was very uncomfortable to be crowded in the car! needs to be improved.",Postive
2396,2396,"With Tongcheng's company for three years, I can't do without Tongcheng.com every time I travel. This Xiamen trip, with the arrangements and prompts of Tongcheng customer service, saved a lot of trouble. I sincerely thank Tongcheng customer service Ms. Zhou Haixia. <br>I had a great time in Xiamen, the hotel was great, and I rented a car in advance, so it was very convenient to go everywhere. I have become accustomed to the companionship of traveling together.",Postive
2397,2397,"Thank you Tongcheng for this perfect trip! The airport pick-up and drop-off service on the same journey was very good, thank you to the driver. The Pan Pacific Hotel is very good. The front desk arranged a free upgrade to a deluxe room. Maybe it was because I arrived late on the first day and there was no fruit as mentioned in other reviews. The hotel's breakfast was very rich. Xiamen is really a beautiful city with a lot of snacks and seafood. The whole trip was very enjoyable!",Postive
2398,2398,"The round trip flight was delayed due to weather! The Sheraton Hotel is okay, the room has a musty smell, and the breakfast is okay and rich! The weather in Xiamen is so hot. I went to Gulangyu Island for a day. I had a lot of fun walking around, eating and drinking, and the scenery was really beautiful! The next day I went to Xiamen University, Huandao Road, and Zengcuo'an. The most exciting thing was going out to sea on a sailboat! Since the weather is relatively hot, there are many scenic spots that I haven’t visited yet. I’ll look forward to my next trip to Xiamen!",Postive
2399,2399,"This trip was my first independent trip. I chose Tongcheng. The hotel is really nice and classy. They also provided free airport pick-up and drop-off services. It was very convenient. I also had fun visiting the scenic spots, especially they arranged the trip for me. Xiao Li from the hotel was very enthusiastic and took the trouble to answer my questions and adjust my accommodation time. Thank you very much.",Postive
2400,2400,"It was the first time I booked a free trip on the same trip, which was quite worry-free. The housekeeper was also very patient and answered all my questions. The flight left on time, but came back 1 hour late. The hotel is a bit old, the golden shell looks rich, the service is not bad, and the breakfast buffet does not have enough variety. In short, this trip to Xiamen was great. I tried a lot of seafood. I will go there next time!",Postive
2401,2401,"Tongcheng is so reliable and effective. All domestic tours are booked with Tongcheng. The Pan Pacific Hotel is located next to the city hall. The hotel is a super nice hotel and the experience is great! The plane is China Eastern Airlines and it basically arrives on time, haha! The people of Xiamen are very enthusiastic and like it! ! ! There is one scenic spot every day. After eating, I still think that small glasses are the most cost-effective. I rented a car for two days, and the itinerary was full and leisurely!",Postive
2402,2402,"I booked a 5-day free trip to Xiamen. I was very satisfied with the flight and hotel booked for me on the same trip. Shandong Airlines had a round trip in the afternoon and stayed at the Pan Pacific Hotel. The hotel hardware and services were very good. They also upgraded the room for free. The pier of Gulangyu Island is also very close. There was a small problem when I checked out and refunded the deposit, but they helped me solve it in time after I got home. Thank you very much to the hotel front desk staff!",Postive
2403,2403,"Overall, it was a good day. I had a great time on Gulangyu Island. The Sheraton Hotel was really great. I searched for several delicious restaurants online and tried them all. They were very good. The only thing is that the sky is not beautiful. It was either cloudy or windy and rainy for a few days and I didn’t see the sun for a whole day. It still felt like a good deal.",Postive
2404,2404,"There is nothing to say about the Pan Pacific Hotel. The breakfast is great and children under 1.2 meters are free. The Four Seasons Hotel is average. Children's breakfast costs 25 yuan. The hotel environment is average. Gulangyu Island is not as good as expected. It is messy everywhere. The sea is not clean. The sewage is discharged directly into the sea. It is not good. The city of Xiamen is nice and clean, and the hotel is very close to Dongdu Wharf, which is very convenient. There is bus No. 87 to Xiamen University and Huandao Road. The hotel has a free swimming pool.",Postive
2405,2405,"I took my children on vacation during the winter vacation. The service was good, the arrangements were well organized, and the trip went smoothly. The hotel is very good. It is located in the middle of downtown and is surrounded by Bailuzhou Park. There was a cold wave when I went there, but the weather was fine and there were many people on Gulangyu Island. I will go there again if I have the chance.",Postive
2406,2406,"The scenery of Tulou Yunshuiyao is very beautiful, just like Gulangyu Island. There are many people coming back by boat. Xiamen University is worth a visit. The fort is boring. SM Life Plaza next to the Sheraton is the largest complex in Xiamen and is very convenient for eating. I recommend you to try the ruby ​​4th floor banquet. Overall still satisfied!",Postive
2407,2407,"There was information along the way, reminding you about boarding and other related matters. The hotel environment and service were very good. The snacks in Xiamen were absolutely delicious. I felt good walking around. It was a sufficient four-day trip. The tickets for the later stages were also booked on the same journey. It was convenient to pick up the tickets. Also save money.",Postive
2408,2408,"The pick-up service was on time and we arrived at the hotel on time for the reservation. It is recommended to choose to stay in Gulangyu Island first, otherwise there is a big gap between the two hotels, and the Gulangyu Hotel has a bit of a damp smell. When I came back, there was a thunderstorm in Beijing. Air China arranged to stay overnight near Qingdao Airport, which was very considerate. The hotel's breakfast is convenient and suitable for everyone's taste. Overall satisfied!",Postive
2409,2409,"Overall, it is not bad. The Sheraton Hotel where I stayed had a good environment and good service, but it was far away from the attractions. The advantage of the Four Seasons Hotel in Gulangyu is that it is close to the ship, but the living environment is not as good as other hotels, and the bed sheets still smell. I am still satisfied with this trip.",Postive
2410,2410,"Very good, the service is very considerate, especially the airport pick-up service, I am very satisfied. grateful! The scenery is beautiful, the seafood is fresh, and the souvenir shop is very artistic. It's a pity that it rained and I didn't go to several scenic spots. It's okay and I can go there next time. . . . . .",Postive
2411,2411,"I returned home safely from the trip. The flights and hotels arranged for the same journey were very good, especially the hotel. The Pan Pacific Hotel is a five-star hotel chain in the world. The environment is very good and the service is in place. The breakfast buffet is very rich and has everything. Very satisfied with this free trip!",Postive
2412,2412,"The pick-up and drop-off at the airport was very timely, and the hotel was more comfortable. Traveling on your own was more free and comfortable, which was very good. During this trip, I went to Gulangyu Island in Xiamen, went to Jimei Mei Village, and took a sailboat. I had a lot of fun! Highly recommended!",Postive
2413,2413,"In order to arrange this trip properly, I went to the Tongcheng Travel store to confirm the travel details. Everyone should pay attention. If you are asked to note the information you requested, be sure to ask clearly. It is best to record it as a voucher to avoid unnecessary unpleasantness. The pick-up at the airport is a shared car. The bus is not sent by the hotel. It's generally good. It's good to plan the itinerary well.",Postive
2414,2414,"This trip was well arranged, including accommodation and transportation. The accommodation environment is clean and tidy, and the airport pick-up and drop-off is also very convenient. The driver will contact you proactively to make an appointment, which is very punctual! Always, I am very satisfied with the itinerary and will choose the same trip next time, haha",Postive
2415,2415,"It was my first time to go to Xiamen and I chose to travel independently. The whole trip actually lasted three days, but I was very happy. There were a lot of snacks and many places to sample. The hotel was very comfortable, but it was a bit small. The car that picked me up at the airport was a bit shabby. , overall it’s good and worth recommending",Postive
2416,2416,I am very satisfied with my trip. The hotel conditions are good and the transportation is convenient. It is close to various scenic spots. The service on the same journey is also very considerate. I don’t know if this is a lucky start. At least I will always remember it... It’s really good. Happy😊,Postive
2417,2417,"I am very satisfied with this trip. The hotel's transportation is very convenient to various scenic spots. It is only a ten-minute walk to Bay Park and two stops to Gulangyu Ferry. There is a bus at the door. Special points of praise for consultants Zhang Yanhong and He Kang. Due to personal reasons, they changed back and forth five or six times during the reservation. They took the trouble to meet the requirements. They are very complimentary. Next time you travel, continue to choose Tongcheng",Postive
2418,2418,"Xiamen is a good place. If you take the train, it is better to spend at least 3 days there. The hotel bed is a bit small, but everything else is very good, especially the breakfast, which is really good. The buses are also very convenient to go to various places. It is suitable for vacation travel.",Postive
2419,2419,"First of all, the food and accommodation in the hotel are five-star. The transportation service is in place, the airport pick-up and drop-off from the hotel, and the air ticket to and from the hotel at the time I booked. I can play in Xiamen, even on rainy days, and the tracking service for the same journey is very good. I am satisfied with the trip. .",Postive
2420,2420,"I took my children to Xiamen and had delicious food. Xiamen is very clean and the Pan Pacific Hotel is also very good. I really like the five-star breakfast in the hotel. The hotel service is very good. Because I am not feeling well, the hotel has extended the check-out time. A satisfying trip. (This is my first time booking online with Tongcheng. I made the right choice)",Postive
2421,2421,"We were transferred to the Sheraton Hotel due to late registration. It was a very comfortable five-star trip. Because the transportation was very convenient, we took 952 to the pier and went to Gulangyu Island. The next day we went to Zengcuo'an for a day trip to Fujian Tulou and Yunshui. Yao, a very satisfying trip. Thank you Tongcheng!",Postive
2422,2422,"Day 1: <br> Arrive in Xiamen and stay at the hotel first. If you are not in a hurry to go to Gulangyu Island, you can arrange for Xiamen University (3-4 hours). Time, if you arrive in the morning, you can also arrange to have lunch at the Xiamen University restaurant). Leave Xiamen University from Baicheng Gate at around 3 p.m. Across the road is Baicheng Bathing Beach, and next to it is Hulishan Fort. You can go to visit Hulishan Fort first. (The trip lasts one hour. Friends who are not interested in history and culture can skip this trip.) Then rent a double or triple bicycle near Baicheng to enjoy the beauty of the Ring Island Road with your friends, feel the cool sea breeze, and appreciate the charming scenery. The sunset, everything is so leisurely and comfortable. <br>(The above itinerary ends around 7 o'clock). The most important stop in the evening is Zhongshan Road Pedestrian Street (the most representative old street in Xiamen) for a stroll and snacks, enough to fill your stomach. <br> <br>The next day: <br> Take a boat trip to Gulangyu Island. You can plan to stay on the island for one night or go back to Zengcuo'an. It is very convenient. You can find a tour guide on the island, which only costs 10-- 20 yuan will take you to visit the scenic spots in Gulangyu Island. Of course, you have to buy the tickets yourself. It is recommended to buy a package ticket, otherwise it will be much more expensive if you buy it separately. You can buy it near the pier. Be careful and the tour guide will take you to some sales places in the end. place, don’t listen to their deception. <br> Go to Longtou Road to buy specialties. The following are recommended. Personally, I like Huang Shengji’s pork jerky, Ye’s mochi, Yuanxiangkou fish balls<br>babycat’s cake, and the Jinlan coconut cake on Neicuowo Road. <br> For dinner, you can leave Gulangyu Island and go to Zhongshan Road to go shopping for snacks. There are many snacks. I won’t go into details since they are introduced below~~<br><br>Day 3:<br> Morning: Go to the Botanical Garden for a good stroll. Come out of the main entrance and experience the famous strange slope on Xiazeng Road<br> Take a rest in the middle and have a meal at a nearby restaurant near the creek<br> You can go to Bailuzhou Park in the afternoon and Bay Park in the evening (the specific bus route is still available I really don’t remember, but you can check it online. If not, just take a taxi. Xiamen is very small and taxis are very cheap)<br> <br>Day 4:<br> Mainly going to Jimei District, where there are Jimei University and Garden Expo The Garden, the Garden Museum is very big, so it’s good to be able to play in it in one day. <br>Note: Jimei is relatively far outside the island. Taking the bus from the pier is a good choice. There are direct buses. <br><br>One final point: Sheraton is really great!",Postive
2423,2423,"The hotel is very clean and the air is very good. Open the curtains and you can see the sea. It is just a bit far from the attractions. But the good thing is that there are taxis at the door of the hotel at any time. It is very convenient. The butler service is also very good. Overall, it is worth it.",Postive
2424,2424,"There is no need to talk about the service on the same journey. If you have any questions, please contact the housekeeper. The DoubleTree by Hilton is amazing, with buffet breakfast, heated swimming pool, and gym. I love it. The people in Xiamen are gentle, the air is fresh, and the sea breeze is refreshing. Gulangyu Island, Xiamen University, Nanputuo, and Zhongshan Road...",Postive
2425,2425,"Booking tickets for the same trip is really reliable, all tickets are timely and accurate, and the hotel pick-up arrangements are also in place. It is a bit cold to travel to Xiamen in this season, and you cannot go to the sea to play, but the scenery is still very charming, and there are all kinds of colors. Delicious food, so good",Postive
2426,2426,"This trip was overall good, except for the rain on the second day, so I didn't have much time to play around Xiamen University. The hotel is good. I stayed on the top floor at first, and there was some noise. After communication, I moved to the 8th floor, which is not facing the street. It was very quiet. It was very comfortable, the flight was good, and there were basically no delays. This trip was overall good.",Postive
2427,2427,"The location of the hotel is a bit far from the scenic spots, but the transportation is very convenient and the environment is very good. There was a problem with check-in on the first day. The hotel said that there was no order information. I paid a deposit of 1,500 before checking in. When I called the customer service call, there was a system failure. But I was helped to take care of it the next morning. Overall, it was a good trip.",Postive
2428,2428,"First of all, the hotel environment is good. It would be better if it has a double bed room. The breakfast buffet is also rich. Xiamen is really beautiful. Every place is green and makes people feel good. Unfortunately, it rained when we went to Gulangyu Island and we were soaked in the rain. However, Gulangyu Island has a unique flavor after the rain.",Postive
2429,2429,"The airport pick-up and drop-off on the same journey was very considerate, and the Pan Pacific Hotel I stayed at was also very good. The website said that there was a wireless charge and I opened an account when I checked in without asking for money. The breakfast buffet was great. It is recommended to take the bus when going to Xiamen. There are some places where taxis are not available. .",Postive
2430,2430,"Except for the rainy weather when we arrived on the first day of this trip, everything else was good. The hotel room was quite big and the shower water was very strong. The plane was also on time. I recommend everyone to go to the small glasses to eat seafood! It was a good time without any strategy. It is very convenient to take the bus in front of the hotel and close to the pier!",Postive
2431,2431,"The same journey was well arranged. Just a hundred meters after disembarking, you will reach the beach in front of the Four Seasons Hotel. Pan Pacific has good service and convenient transportation. I just couldn't find the legendary food. If you can't go to the Furong Restaurant in Xiamen University, don't go there. It's not as good as the food stalls. Of course, this has nothing to do with Tongcheng. Xiamen has beautiful scenery and a pleasant trip.",Postive
2432,2432,"The hotel is very good. I chose to upgrade to a sea view room. The decoration is very exquisite. There are two bathrooms, a separate cloakroom, and the bathroom has atomized glass. The service is also very good. The breakfast is good. The hotel is located a little far from the city center. You can basically take a taxi to travel, but It’s not expensive, the hotel is very close to the beach, and the food on the plane is average.",Postive
2433,2433,"We booked a free trip on the same journey. When we left the airport at 12:40 noon, the pick-up driver actually said that the bus would not leave until 13:40. In the end, we had no choice but to take a taxi ourselves. I was very satisfied with the hotel and the itinerary. I will book on the same trip next time and hope the pick-up service can be improved!",Postive
2434,2434,"I was basically satisfied with the itinerary, and the flight was relatively comfortable except for the late return. Pan Pacific's package price is relatively cute, the room is quite large, the facilities are complete, and the breakfast is all kinds.",Postive
2435,2435,"This trip to Xiamen was very tortuous, but also very happy. There was a heavy rain when I set off and I missed my flight. I bought a new ticket with the help of customer service. There were still some problems with the operation process, but some subsidies were provided for the same journey. When we arrived in Xiamen, the hotel was good, the room was clean and tidy, and the breakfast was rich. After all, it was a four-star hotel. Later, I encountered a typhoon and I couldn't go to Gulangyu Island. I had to change the hotel to the city. During the change process, I lost my temper with the customer service because I had to wait for a long time. However, the customer service still helped me solve the problem. I would like to express my gratitude. . My return flight was canceled due to a typhoon, so I stayed one extra night. Tongcheng said it would subsidize the room fee, and its customer service also helped rebook the flight. Generally speaking, Tongcheng's customer service is good. Although sometimes the replies are not very timely, they will still help solve the problem in the end. However, I think there is a problem in the air ticket link. There should be some problems with the agent, which makes people feel bad. If there is a problem, both sides push each other and hope to improve it.",Postive
2436,2436,I was very happy with my free trip for four days and three nights. The arrangements for the same journey were in place. Text messages reminded me all the way. The pick-up and drop-off service was good. The hotel I stayed in was also good. This is the second time I have chosen the same journey and I will continue to choose it in the future!,Postive
2437,2437,"Yes, it was very convenient to book the same trip, and the airport pick-up was also very good. The hotel is quite good, and the transportation is very convenient. You can take the bus to Xiagu Pier, Zhongshan Road Pedestrian Street, and Xiamen University.",Postive
2438,2438,"1. Let’s talk about the hotel first: The Sheraton Hotel has a very good environment and service. The price is not expensive in popular tourist cities across the country, and it also includes two breakfasts, which is relatively acceptable. It may also be because the address is in the city center, some distance away from Gulangyu Island and Zhongshan Road, so the price is relatively affordable (a taxi to the above two attractions costs about more than 30 yuan). The only drawback is that the hotel's breakfast is a bit lacking in variety, which is lagging behind the five-star hotels I've stayed in before. Another reminder: breakfast for babies aged 4-12 years old is charged, 20% off. <br>2. The air tickets were booked together on the same trip, and the airport-to-hotel round-trip transfer service was provided as a bonus. Before the return trip, the driver called a day in advance to reserve a pick-up time for the next day. It was very considerate, and the driver was also very punctual, which was great. <br>3. The order was placed at Tongcheng’s physical store. The salesperson was very nice. Just in time for an event in the store, he not only sent discount red envelopes, but also gave away umbrellas, rio cocktails and dolls. <br>4. I am quite satisfied with the whole trip. I will give priority to the same trip next time.",Postive
2439,2439,"It was a very good trip. The air tickets and hotels were all arranged for the same journey. It was very convenient. There were warm text messages to remind you when flying back and forth. There were too many people during the Spring Festival, so you should avoid this peak time when traveling next time!",Postive
2440,2440,"A good trip, the route, airport pick-up, and hotel were all very good! Like! The flight was delayed for 5 hours on the return trip, but luckily, we got back safely!",Postive
2441,2441,"It was a very enjoyable trip. Thank you to the housekeepers Kangkang and Jiajia from Tongcheng for their enthusiastic and thoughtful service. The Hilton Hotel is very good. It is a good choice for family travel in Xiamen! I’ll start writing a guide when I get home later, please contact me if you need it!",Postive
2442,2442,"There are too many people in Xiamen, especially on Gulangyu Island. It is very comfortable to stay at the Powerlong Hotel. The Gulang Hotel is really average and the price is too expensive. Who wants a good location?",Postive
2443,2443,"I have been traveling with Tongcheng, it is cheap, good quality, convenient and fast! Self-guided tours are very convenient! Butler Liu Qin's service is great! The Hilton Hotel is so grand! Already looking forward to the next trip!",Postive
2444,2444,"The service was excellent, departure reminders were timely, and baggage claim reminders upon arrival were in place. High degree of freedom of travel. The hotel breakfast selection is really rich.",Postive
2445,2445,A very comfortable trip. The only drawback was that a typhoon made landfall. Sheraton service is still very good. There is a gym and swimming pool on the seventh floor. Very good trip. There is also a private car transfer.,Postive
2446,2446,The hotel accommodation is very good. The two families had a lot of fun with their children. <br>The hotel is also very close to the airport. It was a very good journey.,Postive
2447,2447,"This trip was very pleasant and the hotel was very comfortable. During the four days in Xiamen, I felt the unique scenery of the seaside. The hotel's buffet breakfast has many types and is very awesome.",Postive
2448,2448,"Gulangyu Island, Xiamen University, Nanputuo Temple, nothing amazing, just average. On the last day of our free trip, we went sailing. With 120 people per person, it was finally a worthwhile trip. Everyone must take a sailboat when going to play.",Postive
2449,2449,"It was a very satisfying free trip. I took my kids to many places. Except for the bad weather, everything else was perfect! Tongcheng's service is also very good. If there is any problem, it will be helped as soon as possible.",Postive
2450,2450,"The service is attentive, the transportation/accommodation are excellent, and the reminder service makes you have no worries! The scenery in Xiamen is beautiful. 3 days is a bit rushed. I should go there for a week next time and take my time😄",Postive
2451,2451,"The overall trip was very good. The hotel is a bit far from the city, but taking a taxi is very convenient. The hotel service is very considerate. This time I traveled with children and the elderly without any worries.",Postive
2452,2452,"First of all, I like the Tongcheng SMS reminder and airport pick-up service, which makes people feel at ease and worry-free, and the staff have a very good service attitude, are very enthusiastic and patient. <br>Sheraton Hotel has a good experience, with complete facilities and a high-end environment. The swimming pool on the 7th floor of the hotel is very clean. My daughter goes swimming every day. The breakfast buffet is rich in variety, both Chinese and Western. However, one room only includes two breakfasts, so my daughter That one was paid for at one's own expense, and it cost more than 70 at half price. Breakfast for three days cost more than 200, which was really expensive! The hotel is only a ten-minute drive from the airport, but far from the scenic spots, and it takes half an hour to drive without traffic jams. <br>In comparison, the hotel conditions on Gulangyu Island are very average. They are equivalent to express hotels. The location is relatively remote and it takes more than 15 minutes to walk from the scenic spots. However, the sea is in front of the hotel, so it is convenient for children to play in the sand. <br>The whole trip was quite pleasant, and I was quite satisfied with the food, accommodation and entertainment. The only thing I want to complain about is that when I purchased this itinerary, I was supposed to get a 100 discount for spending over 5,000, but in fact it was only a 50 discount. I contacted customer service and no one responded, which was a bit depressing. <br>Finally, here are some beautiful photos taken on Sunlight Rock on Gulangyu Island. The beauty of Gulangyu Island is in full view! This time I have children and am tired from playing. Next time I want to go to Gulangyu alone to see the beautiful scenery and be in a daze.",Postive
2453,2453,"Tongcheng's service is very good, the information is accurate, the connection of the entire itinerary is very smooth, the pick-up and drop-off, check-in and other matters are arranged very well, which is very worry-free. Xiamen Flow was a great experience. The overall feeling is very good.",Postive
2454,2454,"The service on the same journey was very attentive and there were text messages to remind you throughout the journey. The hotel is very close to Xiamen-Gulang Pier and very close to Gulangyu Island. Three nights and four days to visit Xiamen, Gulangyu Island, Xiamen University and Huandao Road are so beautiful.",Postive
2455,2455,"The travel time is relatively easy to arrange, and the hotel location is okay, but the environment does not feel like a five-star standard, and the service is still good. The overall price/performance ratio is very high, and the environment and conditions are suitable for family travel.",Postive
2456,2456,"It’s very worry-free and convenient. You don’t have to worry about booking round-trip air tickets. The Xiamen Sheraton I stayed at is relatively old and far away from the attractions and the beach. The rest is very good~ This free travel package is very cost-effective, so feel free to book it",Postive
2457,2457,I am very satisfied with Tongcheng's service and accommodation. The only thing I am not satisfied with is the airport pick-up service. We were asked to wait for an hour before the bus departed. I hope Tongcheng can improve it! Will come next time!,Postive
2458,2458,It was a very good trip. It is comfortable to travel independently. You don’t have to be in such a hurry. The hotel is very good and the pick-up man at the airport is also very enthusiastic. It’s simply a paradise for foodies. I want to go there again! !,Postive
2459,2459,"This trip was very enjoyable, the hotel environment is very good, and the air quality is much better than that in Shanghai. 😄The trip that I just wanted to go came true. I also ate a lot of local food and will come again next time",Postive
2460,2460,"very satisfied. Timely pick up and drop off from the airport. The hotel is in a convenient location and has a rich breakfast. The Chaofu City across the street is delicious, the seafood in Little Glasses is delicious, and the vegetarian dishes in Nan Putuo are also good.",Postive
2461,2461,"The hotel service is very good, the staff are very enthusiastic and of high quality, the room is very clean, the facilities are complete, and the breakfast is delicious! Gulangyu Island is very fun, the scenery is relatively small and fresh, there are many snacks, and it is very fun to eat, hahaha",Postive
