,content,sentiment
2554,全家出游的，双飞加五星级酒店，这个价格非常实惠。尤其是酒店的服务真心不错，自助餐的种类也很多。到厦门酒店安排了接车的，非常方便，离开厦门也安排了送机，很贴心。去的时候因为飞机比较早，所以很早就到酒店了，直接安排入住，离开的时候因为比较晚也给我们免费延时了，感觉非常人性化。同程的旅游顾问也很不错，一直给我很耐心的提供介绍，帮我选班机。尤其在旅游期间还能提供贴心的旅游咨询服务，感觉真心不错，出游前还有行程安排单，包括一些简单攻略，下次出游还会找同程旅游。,正
2555,此番旅行非常愉快，同程便捷实惠，服务也好，还有点评反现金400，nice推荐！,正
2556,第一次选择同程游纯自由行，刚开始还有点担心，看来我是想多了！😁整体都很棒！行程，住宿都很舒服，很轻松！酒店真心很棒！！最重要的，咱们的客服简直太负责任了！！！两地客服前几天就开始联系，到了目的地之后随时都能联系到！从出发前到游玩过程中，这是最让人踏实的了，有什么问题随时可以联系解决！！只可惜，这次去的时间短！以后，就选同程了啦！,正
2557,"同程的服务还不错。入住的是厦门的泛太平洋酒店，地理位置不错，出行方面还可以，内部的设施卫生方面也还可以，不过就是觉得酒店的服务方面不是那么灵活周到，我们此次出游，带着两个小孩，在酒店入住三天，每天2早，可能有个小孩需要买单，小孩也比较小，就4,5岁的样子，买个儿童餐也不怎么划算，想跟他们沟通一下换成2天，每天3早，最后一天一家人出去吃，他们那边不同意，有点**板了吧。",正
2558,泛太平洋酒店房间卫生还是可以的，就是当时去的时候，我们这次也是家庭出游的，当时预订了2个房间，我们到了酒店发现2个房间不是在一个楼层的，我们就找酒店来协调下，可是酒店工作人员说加钱才可以，后来我也是联系同程处理了，第二天也是给我更换了，同程问题处理下还是不错的，不过建议同程后续在家庭出游，这方面还是多多的考虑下，泛太平洋酒店旁边在修地铁，交通不太便利，不过总体说还可以的,正
2559,这次厦门自由行，整体走下来感觉还不错。来回航班都比较准时，没有出现延误的情况；酒店方便，第一晚是厦门星级酒店，环境、设施和服务都很好，早餐挺不错的，其他两晚是住鼓浪屿的，一开始酒店房间安排有误，和同程旅顾及相关工作人员联系沟通后，酒店方面将房型进行了调换，住的也很好，早餐也还好，比较丰盛；同程的服务还是不错的，预定行程前后都有及时跟进，行程中遇到问题也都给予及时回复和解决，总的来说还是满意的。,正
2560,泛太平洋大酒店位置好，就在市中心，公交线路多，出门就是东渡狐尾山和滨北中行站，根本不需要打车。酒店北侧房间面对狐尾山，安静，酒店设施好，服务员素质高，态度好。房间整洁，浴室地面磨砂，走了一天可以按摩脚底，好评。酒店对面就是潮福城酒楼，港式点心很不错，打七折，会收十几元服务费，茶水三元一位，是白开水，稍微有点坑，但服务真心不错。航班都是川航，飞机餐很好吃，没有晚点，飞一小时二十分钟。到厦门前千万穿短袖，实在是热，切记。,正
2561,飞机都很准时，泛太平洋酒店的服务员都很友好，房间也很舒服，就是泳池都是室外的，天冷是没法用的，鼓浪屿上的磐诺酒店是没有电梯的，住的四楼，但是服务员还是很主动的帮忙拎行李箱，房间很干净，就是很不好的一点是卫生间超级臭，而且如果忘记关卫生间的门的话，整个房间都是味道很难闻，以后不会再订磐诺了，虽然有心理准备岛上的酒店可能差一点，但是这种情况不改善感觉没多少人受得了啊,正
2562,泛太平洋酒店的服务态度很好！酒店的舒适度很好！很适合悠闲行的家庭！酒店很贴心的分为吸烟区房间和无烟区房间，给有带宝宝出行的家庭带来一份温馨！这个酒店离邮轮码头很近，可以步行至码头！酒店的自助早餐很丰盛，而且每天的菜色都有更新！出行很方便，楼下就有公交，再次感慨下厦门的公交的发达！基本下楼乘车就能到达各个景点！宝宝对此行程很开心！航空公司的服务也很好！此行程包含接送服务，送机前一天会跟客人联系送机时间！很贴心！,正
2563,住宿环境和条件都很好，接送机的工作人员态度很好！整个行程安排都很满意！谢谢同程旅游的工作人员！          <br>住的是希尔顿逸林酒店海景房，早上起来打开窗看到太阳升起，真的很美……早餐也很丰盛，酒店的服务态度很好！酒店工作人员把我们免费送到鼓浪屿码头！自己坐船到鼓浪屿岛。<br>到鼓浪屿住的是别墅酒店，就在鼓浪石金滩旁边，酒店的建筑风格很漂亮，房间门口就是泳池，还有一个阳台，在阳台上就可以看见大海，真的很棒！工作人员态度很好！,正
2564,住宿很好，宾馆很新，地段也在市中心，离飞机场也很近。去哪都很方便。厦门气候很好，冬半年很适合来休闲度假。鼓浪屿和海边，厦门大学，中山路都很值得一去。推荐去鼓浪屿多逛一会儿，体会一下沙滩的美好，享受一下阳光的美好，还可以在角落中找到咖啡馆。真的很赞。市中心也有很多很值得去的地方，厦门大学。南普陀，五老峰都是不错的去处，从高处看厦门，有高楼，有学校，有海岛，太棒咯性价比很高。我觉得有这个机会我还会再去一次厦门哦。,正
2565,行程很棒 接送机的师傅都很好 入住的酒店总体不错 酒店装修和布局实在奇怪 走廊和房间到处都是镜子 洗手间在房间最里面  而且洗手间浴室没有排风口 其他设施 和客房服务还是很不错的 到酒店中午11点左右 2点才可以办理如入住  就寄存了行去厦大了 上入住酒店  酒店包早 服务员 在3楼服务很贴心 连续3天都主动问点什么 第二天早上老外居多问完我们就把我们忘了😂总之行程很满意 玩耍的很愉快 每次出行都会选择同程 已变习惯 期待下次的行程,正
2566,酒店还算舒适，服务也很到位，自由行就不用赶时间，总体还是很超值,正
2567,酒店很不错，离步行街很近，对面就是鼓浪屿，只是行程正赶上下雨,正
2568,对于这次出行我跟他都很满意，这是我们俩第一次一起去玩。旅游顾问的服务真是太好了，从我打算要去到上飞机前都在帮着我问这问那的，包括订船票啊那边的温度啊，特别的细心呢！第一天下飞机直接去的鼓浪屿住的地方离内厝澳码头超级近的，晚上还可以海边溜达溜达，晚上鼓浪屿很静。酒店的人也很热情，就是离商业街稍微远点，晚上有的地方没有路灯有点黑。第二天入住磐基假日酒店，市中心去哪里都很方便。总之这次出行特别感谢同程的旅游顾问李娟娟，很好的姑娘，下次我的行程还要找她安排！,正
2569,同程服务不错，酒店也不错，服务态度也好，特别是早餐赞一个,正
2570,酒店整体感觉还不错，游泳池是室外的，比较冷。早餐味道不错，喜欢米粉。房间比较舒适。飞机也比较准时，后续的服务还都不错，算是一趟难忘美好的旅行，今后还会经常来同程看看，人应该有时间就多出转转，感觉真的很好，有种生活真美好的感觉！我爱同程，我爱生活。,正
2571,全程入住的是厦门京闽中心酒店，5星的服务，地理位置很好的，出行很方便的，住的也是很舒适的。我们去了鼓浪屿、厦大、中山路这些景点，厦门的风景很美的，空气清新，每个景点都是很有特点的，都是很不错的。同程的服务也是很赞的，一直贴心的解答，游玩的很开心。,正
2572,全程入住的是泛太平洋酒店还行吧，住的很舒适的，出行也很方便的。就是星级的标准没有达到吧。我们是自由行，一家人去游玩的，我们去了鼓浪屿、厦大、环岛路这些景点，还去品尝了当地的海鲜和水果的，很美味的，觉得很不错哈。厦门的风景都不错，也很美的，很开心哈。,正
2573,这次在同程定的这款自由行，行程安排合理，酒店服务很好，特别是早餐丰富，用餐时间很好，房间也不错，地点交通方便，总之，是一次愉快的行程，就是有一点，如有接机服务就好了，去程飞机晚点2.5个小时，到达厦门已是转钟了（本来应为21：50时到达），同程对此应有飞机延时补偿吧？,正
2574,行程安排合理，游玩时间充分，同程网的贴心服务贯穿整个行程。行程中选择的是泛太平洋酒店，酒店位置不错，前往鼓浪屿乘船码头很近，前往中山路步行街、厦大、曾厝安等景点交通也十分便利，酒店迎宾服务5星，客房服务3星，设施4星，早餐4星。另外此行程中鼓浪屿上酒店固定是四季如春酒店，不能选择别的酒店，有点不爽。,正
2575,厦门的这次行程整体还是很不错的哈，游玩的很开心的。我们是自由行的，整个景点游玩的也是极好的，安排的是5星的酒店，住的很舒适的，地理位置交通便捷，风光秀丽的环岛路风景区、繁华的瑞景商业区及著名旅游观光点均在咫尺之遥。我们是自由行，也是自己游玩的，感觉很赞的。,正
2576,我每次出去玩都是在同程预订的，同程性价比还是可以，而且各项服务也比较周到呢，本次安排住宿酒店还可以，卫生方面很好的，基本工作人员都是及时去打扫的，保持挺干净整洁，酒店位置也还不错，就是在鼓浪屿住的别墅，因为在岛上，距离一个小吃街比较远，而且也不好打车，全程基本上都要走路，其他都还可以的,正
2577,预定的是去厦门的自由行产品，还不错。酒店方面呢，我们入住的是厦门泛太平洋酒店，地理位置不错，出行方面还可以，提供的早餐蛮丰盛的，各项服务做得基本到位，我们住的也蛮舒适的，从预定产品到出游结束，我觉得同程服务挺好的。<br><br><br><br><br><br>,正
2578,很好的  因为是自由行就是整体上只是酒店和来回飞机  包括咱们的接机师傅这样的 ，同程的服务是很好的，我的旅顾小许是非常好的一个人  ，服务不错，  住的这个酒店，和餐也不错，整体的线路上都是很好的，虽然是自由行  但是也感觉得到同程的服务的  谢谢,正
2579,安排入住的是泛太平洋酒店，地理位置不错，出行方面还可以，提供的早餐还不错，挺丰盛的。内部的卫生设施设备服务方面做得也还行，不过我觉得相对于其他的五星酒店差了些。同程的服务还可以，就是当时要办个迁入迁出的手续，客服告知厦门机场那边有吉祥航空的售票处，结果那边没有，给我们带来了一些不便。,正
2580,厦门游玩得挺开心的，同程的服务蛮好的，很细心，安排的酒店很不错的，服务也很到位的，住的蛮舒适的。出行很便利，去各处的景点蛮方便的。推荐的行程我们都有去，景点很不错，阳光、沙滩真的很美的，品尝当地各色小吃，很不错，厦门真值得游玩的。,正
2581,同程服务不错，预订下单快捷，而且我也是经常喜欢出去玩的，大部分每天都是在同程上预订的，我也是同程的老会员了，同程我还是比较认可的，这次安排住宿酒店环境不错，房间卫生清洁打扫还是蛮干净舒适，房间基本设施也都有，酒店地段也不错，出行交通方便，距离景点也不是很远的,正
2582,"同程有短信通知航班提醒，4天的自由行原定计划前三天都很好，玩的很开心。我们带着小孩子,主要去的是鼓浪屿,岛上的景色很美的,空气也是很清新的,很多特色的小店还有一些吃的.住的是厦门泛太平洋大酒店,环境和服务很好的,出行也是很方便的.整体游玩不错哈.",正
2583,厦门的行程整体还是很不错的，游玩的很开心的。我们住了两晚的喜来登酒店，地理位置优越，住的也是很舒适的，出行也很方便的，酒店提供的早餐也很赞哈。同程的服务很不错的，很贴心的。我们是自由行，厦门有名的景点是有游玩到的，空气很好，风景也很美的，很赞的旅程。,正
2584,这次厦门游玩的还是不错的。安排的酒店还不错的，住的很舒适，出行也是蛮方便的。南普陀的人文不错的，义工素质的很高，讲解好，可以在寺庙逛逛和上香，很静心。要提醒大家一下，厦大有时间限制的，不是很人性化的，刷身份证，感觉不是很舒服的，景点也不是那么的美。,正
2585,旅游顾问很不错，非常有耐心。我是带着一家人共同过去的，有老人有孩子，所以选择了自由行，这样可以自己来安排行程，时间，用餐都很随意。我们住的这个酒店地理位置也很不错，离景点都挺近的，酒店整体环境干净卫生，非常舒适，早餐也是很不错的哦。厦门真的是一个很休闲的城市，度假非常适宜，鼓浪屿，厦门大学，曾厝垵有时间都要去逛哦,正
2586,第一次在同程网上预订旅游线路，一次不错的旅行。同程服务很省心，从预订开始到结束归来都有专人为你安排和服务。不用操心太多，安排的酒店住宿也很不错，错峰游性价比很高，这次去厦门唯一的遗憾就是没能上鼓浪屿，因为遇到了台风上不了岛，一个小插曲，同程也退了费用，妥妥的，以后还会继续支持同程。,正
2587,厦门的这次行程还是蛮不错的，行程游玩下来还是蛮开心的。安排的酒店还是不错的，住的很舒适，环境和服务很不错，出门就有公交，还是很方便的。我们去了厦大、鼓浪屿、南普陀这些厦门很有名的景点，风景真的很美的。我们还品尝了海鲜和水果，觉得很不错的一次体验吧。,正
2588,很好的一次旅行，10天前在同程上订的行程。第一天中午的飞机，很幸运飞机很准点、下午2点左右到了厦门。厦门的天气也很给力👍都是大晴天。接机司机很准点把我们送到了酒店。这次旅行真的很开心，同程旅游真的很棒，以后还会一如既往的选择同程，同程真棒，加油！,正
2589,参加了厦门双飞4日自由行，动态机票+佰廉2晚泛太平洋+众合1晚鼓浪屿鼓浪别墅 ，不知道同程的工作怎么做的， 发短信说已经帮我们定好酒店， 结果我们去的时候没有登记我们的信息， 最后还是通过前台销售帮我们解决了这个问题， 希望以后细心点， 因为自由行整体自己玩的还是挺开心的,正
2590,我和老公带孩子，去厦门自由行，本来想着跟团游，但是考虑孩子，还是自由行吧，时间也不是很赶，自己换了一个航班，住宿是国际五星，非常不错，本来想申请大床房，可能也是临近团期才预定，没有申请上，不过标间也挺好，我们玩的都相当开心，孩子也很开心，去鼓浪屿有蚊虫，以后去记得带点防蚊虫**雾，感谢同程服务。,正
2591,这次的厦门之行总体来讲，还可以。安排入住的是泛太平洋酒店，地理位置不错，出行方面还可以，内部的卫生设施设备服务方面做得也还行，不过我觉得相对于其他的五星酒店差了些。提供的早餐还不错，挺丰盛的。同程的服务还可以，就是当时要办个迁入迁出的手续，客服告知厦门机场那边有吉祥航空的售票处，结果那边没有，给我们带来了一些不便。,正
2592,飞机的航班时间还是挺好的，行程中安排的住宿环境挺好的，酒店里面的设施提供的很齐全，卫生打扫的也蛮干净的，酒店的地理位置还是不错的，对于我们自由行来说，出行交通蛮方便的，在同程预订的这个行程，前期联系的同程工作人员都很好，短信通知很及时。,正
2593,感谢同程旅游顾问冯帅帮我安排了这次出行，航班选择了更人性化的时间，一家三口在厦门玩得非常开心，接送机的服务为我们节省了不少时间，市区和鼓浪屿的酒店都非常好，离码头都很近喔，泛太平洋酒店可以看到大海，交通也很便利，几天的行程品尝了很多的当地特色小吃，厦门大学和鼓浪屿的景色非常漂亮，孩子在海边玩了半天沙子，很愉快的一次旅行。,正
2594,挺满意的一次厦门之行。全程安排入住了两家酒店，地理位置不错，出行方面还可以，设施设备卫生服务方面做得还不错，泛太平洋那家提供的早餐也挺好的，住的还是比较舒适的。同程的服务也挺好的。就是航班方面，去程时安排的时间比较晚，我们的飞机已经提前抵达高崎机场了，可是码头的最后一班船是5点多，我们过去还是比较赶的，建议后期改进一下~,正
2595,第一次去厦门＋鼓浪屿旅游，第一次参加同程的旅游项目。心存疑虑地去了，心满意足地回来了。同程设计的这个4日自由行项目性价比很高，很适合老年人出游，又是淡季，可以慢慢地走走看看，不受拥挤劳累之苦。<br>厦门11月中下旬天气仍然很热，比南京气温高了10度左右。带了很多衣服，结果穿衬衫还冒汗。,正
2596,鼓浪屿的这次出行还是很不错的，同程的这次服务很贴心。接机服务不错，安排的酒店是极好的，环境和服务很不错，住的很舒适。出行也是很方便，出门就有公交的。我们是自由行，鼓浪屿、环岛路、厦大这些景点都是有去游玩一下的，风景很美，还有各色小吃，很赞。,正
2597,厦门游玩得挺开心的，同程的服务蛮好的，很细心，安排的酒店很不错的，服务也很到位的，住的蛮舒适的。出行很便利，去各处的景点蛮方便的。推荐的行程我们都有去，景点很不错，阳光、沙滩真的很美的，品尝当地各色小吃，很不错，厦门真值得游玩的。,正
2598,同程服务很好的，很主动呢，我预订了之后也都有电话联系，告知出游事项，各方面衔接安排还是挺妥当呢，此次选择住宿酒店不错，房间里面卫生打扫干净整洁，酒店工作人员服务态度也是很好，而且酒店地段位置不错，附近交通蛮便利的，我很满意，玩的也很愉快,正
2599,入住酒店环境还是不错的，房间里面的设施比较齐全，打扫的也是蛮干净的，我们是自由行，行程都是自己来安排，酒店的位置还不错的，我们出行都是打车的，打车还是很方便的，在同程预订的，同程的服务还是很好的，出游前的短信通知都很及时。,正
2600,很满意这次的航班的时间和马可孛罗东方大酒店的住宿安排。<br>第一，这种形式很好，自主性强，让活动更具空间。<br>第二，住宿安排不错，交通便利，早餐不错。<br>第三，厦门环境优美，选择性强，活动丰富。<br>我们十人一致给于好评！<br>下次还会选择同程推出的项目！,正
2601,性价比超高！酒店附近交通还算方便，旁边还有个公园，早起的亲们还可以来个晨练！房间的设施齐全，前台给我们安排了一个算是海景的房间吧，拉开窗帘可以看到大海！服务也很热情！唯独要赞的是酒店的早餐，一应俱全！不能跟费尔蒙之类的比，但是也很不错了！同程的服务也很好，出行提醒很温馨！,正
2602,预定的同程套票，双人立减700元的活动很给力，同程的服务很好，信息提醒很到位。厦门是个美丽的海滨城市，鼓浪屿日光岩360度海景不错，出海帆船是一定要体验的。厦门大学白城海滩，曾厝安海滩都去了，白城海滩沙滩细些，据当地人说最好的海滩在黄厝，可惜没时间体验了。住的泛太平洋酒店，五星，和家乡南京的五星比，有些许差距。总体厦门是个适合放松的地方,正
2603,"酒店规模不大，设施有些旧，但是人不多，比较清静，位置去景点都很方便，早餐种类挺丰富，服务也不错，不足之处就是房间小，隔音不好。同程服务也很贴心，各个环节都有提示。最后提醒一下，合理安排出发和返程航班，否则无法实现所谓的""4天""行程。小插曲是返程航班不是直航，在南京中转，对我们来说是个小福利，品尝了盐水鸭！good ！",正
2604,还不错 当时订的时间有点晚 老婆喜欢酒店设施稍微好一点的  最好有浴缸的  本来自己看中了几个酒店还不错  想第一天住机场附近  然后后期再住好一点的酒店  不过旅游顾客周舒文推荐的泛太平洋酒店  真心不错  距离机场打车也很方便 去中山路步行街 鼓浪屿也特别近 关键是还有独立的浴缸 真心赞,正
2605,安排的京闽中心酒店位于屿后南里，地理位置优越，很繁华的地方，出行交通很方便的。住的还是很舒适温馨的，各种娱乐的设备也是很齐全的。我在同程上预订过好几次，刚开始出了点小的误会，解决了，但是中间等了一些时间的，总体的服务很好，有短信一直提醒的。厦门有名的景点有去游玩，感觉很不错的。,正
2606,来回航班没问题，都有正餐供应。泛太平洋酒店位置还不错，周边有小超市，肯德基等。但是早餐品种太少，而且小孩超过1米就要收半价，80元。一家三口只能每天二个人去吃，多出来一个人去外面买来吃。泳泳池在室外，天冷也不能用。总体还算满意吧。,正
2607,同程还可以，我这次是第一次使用同程呢，下次有机会还是会选择同程呢，就是这次我们到厦门，当时说赠送什么水果的，后来我联系处理，也找不到对应的人，还是希望同程衔接安排上可以更好些，其他都挺好呢，安排的酒店不错，环境卫生干净整洁，酒店地理位置也可以，附近交通还是挺便利呢,正
2608,厦门的这次游玩还是很满意的，游玩的很开心。给我们安排的5星酒店很不错，住的很舒适的，出门就有公交，出行也方便。比较出名的几个景点都有去游玩，鼓浪屿有许多特色小吃和小店，小岛的生活很悠闲。环岛路和厦大也不错的，风景很美，海水清澈，感觉很不错的。,正
2609,厦门的行程还是蛮不错的，安排的酒店就一般，住的蛮舒适的，就是感觉达不到5星的标准。出门就有交通，还是蛮方便的。我们到厦门最主要去游玩鼓浪屿，岛上气候宜人四季如春，无车马喧嚣，有鸟语花香，看看老房子，吃吃真正本土特色的小吃，漫步幽静的小道，一切都是简单而自然，觉得真心不错，推荐一下。,正
2610,厦门的这次行程还是很满意的，安排的酒店的地理位置特别好，交通很方便，住的很舒适，环境和服务也很好的。同程在预定行程后会有同程专员与我联系，帮我解决问题，很贴心。我们去了鼓浪屿、厦大、中山路这些景点，风景很美的，游玩的很开心的。,正
2611,这次旅行多亏同程，住宿接送机服务都非常好，泛太平洋的早餐很好吃，比较幸运的是天气也十分的好！鼓浪屿很美，很有文艺气息，买了盖章本，每一家小店的章都不一样，很有意思，清新十足，值得一去,正
2612,这次的厦门之行还不错，玩的比较开心。全程入住的是厦门京闽中心酒店，周围环境不错，设施设备卫生等各项服务做得都挺到位的，比较满意。唯一的不足就是，位置有点偏，离轮渡码头有点远，不是特别方便~,正
2613,预定的是去厦门的自由行产品。安排入住的是厦门泛太平洋大酒店，地处厦门金融和娱乐中心，地理位置不错，出行挺方便的，设施设备卫生服务方面做得也比较到位，我们住的比较舒适。期间，有提供早餐服务，还是挺不错的。,正
2614,酒店卫生还行，酒店工作人员每天打扫也都到位的，就是酒店附近地铁在施工，晚上挺吵的，比较影响休息，我们当时想找酒店给我们换一个房间的，可是酒店的工作人员说什么要加钱才可以环境，体验上不是很好，除了这个其他都还不错，酒店交通还是比较便利呢,正
2615,同程短信提醒很及时，取飞机票很方便！入住酒店也很方便，门口往西一百米就有公交站，景点基本上都能到，包括去鼓浪屿码头，酒店服务不错，有泳池，健身房。就是标间有点小，外国人多！一次不错旅行！,正
2616,此次行程非常满意，酒店交通去各个景点都非常方便，步行至海湾公园只有十分钟，去鼓浪屿渡口两站路，门口就有公交车 。特别要点赞同程顾问张艳红和贺康，因个人原因在预订时来回改了五六次，都不厌其烦满足要求，大赞。下次 出游继续选择同程,正
2617,我这次预订是自由行程，游玩行程都是自己安排，挺愉快轻松的一次旅程，我们一家出游玩的还是挺开心的，同程此次安排的就酒店挺好的，房间卫生打扫还是挺干净舒适，酒店地理位置也比较理想，附近交通出游还是蛮便利呢，同程服务也比较周到，预订蛮方便的,正
2618,酒店卫生每天都安排打扫挺干净整洁，设施设备都提供齐全，酒店房间格局布置不错的，住的蛮舒适，店地理位置也是很不错的，周边打车坐车挺便捷，这趟到厦门同程安排的酒店还是挺好，旅行也是自己规划安排的，玩的还是挺开心呢，不错的,正
2619,总体来讲不错，航班时间段比较好，酒店设施也不错。酒店周围交通还比较方便，靠近邮轮中心。有公交可以到达机场附近。<br>缺点：分配到的房间都不面海，check in的速度也比较慢，早餐种类也相对有限,正
2620,4日的厦门之旅很开心，在中山路步行街和曾厝安品尝到当地的特色小吃。同程已经订好了邮轮票，出行到鼓浪屿很方便，日光岩、皓月园、菽庄花园、钢琴博物馆、风琴博物馆，还有其它历史建筑，可以带小孩走走，体验历史。,正
2621,这次预定的是去厦门的自由行产品，总体来讲还不错。全程入住的是厦门泛太平洋大酒店，地处厦门金融和娱乐中心，地理位置不错，出行挺方便的。设施设备卫生服务方面做得也挺到位的，提供的早餐不错，住的挺舒适的。,正
2622,选择的是去厦门的自由行产品，同程的服务还不错。全程给我们安排入住了两家酒店，地理位置不错，出行方面还可以，泛太平洋酒店挺好的。相对而言，四季如春酒店的设施卫生服务做得不是那么的到位，不过整体水平就那样，也不能和市区的比。,正
2623,这次旅行我对同程有新的认识，由其是同程的安排接送机非常满意，以前出旅找**网站从这次出旅开始就找同程网了，还有我的客服经理王毅对我这次出行一直是很关心，最后我希望大家出游找同程是最正确的。,正
2624,难得抽出时间出去旅游了一番，压抑的心情得到了释放，逛逛厦大，海边踩踩浪，环岛一圈，鼓浪屿一圈，美好景色尽收眼底，当地人也非常热情，心情愉悦……虽然其中发生了一些小插曲，但是都得到了圆满的解决，赞一个！有机会还会出去放松心情~,正
2625,这次预定的是去厦门的自由行产品，非常满意。全程入住的是厦门泛太平洋大酒店，地处厦门金融和娱乐中心，出行比较方便，设施设备卫生服务方面做得也挺到位的，提供的早餐也不错。一次不错的选择，值得推荐~,正
2626,安排在厦门住的酒店还是挺好的，房间卫生清洁打扫还是挺干净整洁，住宿还是蛮舒适的，不过在鼓浪屿住的酒店一般，主要是房间比较潮湿，不太好，其他都还不错，酒店地理位置还是挺理想呢，附近交通出游还是挺便利呢，同程服务也比较到位,正
2627,厦门的自由行整体玩的还是很满意的，本次安排入住的酒店环境比较舒适，房间的设施比较齐全，打扫的也是蛮干净的，酒店的地理位置还是可以的，出行交通也是比较方便的，本次安排的飞机航班时间还是挺好的，同程的服务不错的，短信通知及时。,正
2628,同程这次安排住宿酒店很好呢，房间卫生工作人员都有及时打扫，卫生保持还是蛮干净舒适呢，酒店地理位置也比较理想，出行交通还是蛮便利的，这次到厦门是自由行，游玩行程也都是自己去规划，旅途还是蛮开心尽兴呢，厦门比较特色景点也都走到了,正
2629,这次选择的是去厦门的自由行产品，总的来说，还可以。酒店方面呢，给我们安排入住的是喜来登酒店，地处厦门市中心地带，周围环境不错，出行方面还行，内部的设施卫生以及服务员的服务方面做得还是蛮到位的。,正
2630,去厦门我们这次是自由行，行程玩的还算是满意，安排入住的酒店环境不错，房间里面的配套设施比齐全，卫生也是打扫的挺干净的，我是自由行，酒店附近的交通还算是比较方便的，同程的服务还是很好的，短信通知比较及时，衔接上也很到位。,正
2631,厦门—鼓浪屿之行，玩的还是挺不错的。全程给我们安排入住了两家酒店，地理位置不错，出行方面还是挺便利的，内部的设施设备卫生服务方面做得比较到位的，服务员的服务也较及时，此外，泛太平洋酒店提供的早餐也挺好的。总的来说，还是比较满意的。,正
2632,酒店环境挺好，房间卫生打扫还是挺干净整洁，住宿还是蛮舒适呢，而且酒店基本设施也都具备的，酒店地理位置还行，因为我这次也是带小孩的，基本上每次出去玩都是打车的，比较方便的，厦门特色，代表性景点都是有走到的，还是不错呢,正
2633, 酒店还是不错，环境不错，交通一般。鼓浪屿就到处走走，当地的海鲜小混沌、馅饼不错的。厦大也有去走走，体验一下校园生活。最值得去的环岛路和吉美，环岛路我们一家人骑骑车，欣赏一下沿途风景。吉美也是很美的地方，去走走很不错。,正
2634,同程服务挺好，预订前后短信提醒还是蛮及时到位，同程产品性价比还不错，入住酒店环境可以，房间卫生清洁打扫还是挺干净整洁，房间基本设施也都有，入住挺舒适，酒店地段位置也不错，周边交通出游还是蛮方便便捷，玩的很开心,正
2635, 酒店设施和服务蛮不错，交通很便利，去各处的景点蛮方便的。鼓浪屿 很不错的，当地有很不多特色的小吃店， 沙茶面、张三丰奶茶很美味，去了是不可错过的美食。厦门大学也是很美的，去体验一下校园生活很不错的。这次厦门之行还是蛮开心的！,正
2636,同程这次安排的酒店挺好的，房间卫生打扫还是挺干净整洁，房间设施也具备齐全，住宿还是挺舒适呢，酒店地理位置还可以，我基本上每次出去玩都是打车的，总体说还可以呢，这次是自由行，想去看的景点也都走到了，还不错，旅程还是蛮愉快呢,正
2637,这个行程我是给家里人预订的，他们回来反馈对于这次安排的去厦门的自由行，还是比较满意的，住宿的环境挺好的，飞机的航班时间也是很好的，我在同程旅游上面预订的，前期联系的同程工作人员服务态度蛮热情的，预订前后的短信通知也很及时。,正
2638,这次厦门之旅真的很不错，四天之行程满满，同程订的泛太平洋酒店真好，交通方便，早餐丰富，推荐大家可以订这个酒店，鼓浪屿别墅酒店也真心不错，旁边就是海滩，风景不错，就是稍远了一点，酒店服务很好，有专车接送，以后出行，继续同程网，同程客服真的不错，以后继续支持同程网。,正
2639,酒店非常棒🖒🖒🖒新的酒店设施各方面非常的高大上！每一位工作人员都是那么的温暖人！然后服务非常取胜啊！林莹美女细致亲切耐心！强烈推荐！下次还来温德姆！酒店虽然在岛外其实交通非常便利！坐船去哪都很方便！又快又省钱！,正
2640,行程自行安排，酒店五星舒适，酒店地理位置优越，住的很舒适，步行可达厦鼓码头，出行还是很方便的，早餐丰盛，种类很多，服务周到。厦门的景点都有去游玩一下，鼓浪屿、厦大、环岛路这些景点都是有去游玩，厦门的生活节奏很慢，空气也清新，整体的感受很不错。,正
2641,我要的大床房，到那被告知双人床，酒店方面说是同程搞错了，让我和同程协调，后来酒店前台看我一直在打电话给同程就给我换了，后来同程回访说是酒店搞错了，其他都蛮好的,正
2642,酒店的地理位置对于我们自由行来说还是很好的，出行交通还是挺方便的，入住的酒店环境挺满意的，设施提供的也很齐全，房间卫生打扫的也蛮干净整洁的，飞机的航班时间上也是可以接受的，同程的服务挺好的，出游前的短信通知很及时，衔接很到位。,正
2643,这次订购的厦门自由行产品还不错，比较满意。全程入住的是厦门5星泛太平洋酒店，地处厦门金融和娱乐中心，地理位置优越，出行比较方便，设施设备卫生服务方面做得也比较到位。美中不足的是提供的早餐的种类比较简单了些~,正
2644,给我们安排入住了两家酒店，鼓浪屿的那家条件有限，比较一般。泛太平洋酒店还不错，设施卫生等各项服务做得基本到位，就是周边的路是单行线的，回去的时候需要绕一下，出去也需小绕，不是那么的方便。另外，我觉得同程的服务还可以。,正
2645,第一次用同程网，预定的温德姆酒店是新开的，酒店服务和环境都不错，在岛外，离中山路较远，但酒店步行五六分钟左右就有码头可以乘船去鼓浪屿，很便捷.酒店附近有阿罗海广场，有沃尔马超市，美食广场等还是很方便的.,正
2646,本次旅游给我们留下了美好的回忆，住地舒适，出行快捷，一路大好风光，每天都有美食美酒，让我们对厦门这片土地产生了留恋忘返的感觉，今后若有机会必将故地重游，再次体验一把旅行的意义！,正
